,asset_id,title_ch,Asset Destination,media,impact,start_time_utc,start_time_local,entities_curated,entities,predicted_at_entities,entities_raw_transformers,entities_transformers,keywords,predicted_at_keywords,title,text,predicted_at_text,truncated_text,title_and_text,prediction_delay_predictions,prediction_delay,influencer,user_name
13,119841901,"RT @AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ``investigaria`` a Polícia Federal que executa as ordens de…",https://twitter.com/elonmusk/status/1830492503079841879,Elon Musk,981753,2024-09-02 06:26:36,2024-09-02 03:26:36,[],['Moraes'],2024-09-02 06:45:19.740616,"[{'entities': array([{'end': 18, 'entity_group': 'ORG', 'score': 0.9953776597976685, 'start': 4, 'word': 'AlexandreFiles'},
        {'end': 35, 'entity_group': 'PER', 'score': 0.99998939037323, 'start': 29, 'word': 'Moraes'},
        {'end': 71, 'entity_group': 'PER', 'score': 0.9995778799057007, 'start': 65, 'word': 'do Val'},
        {'end': 114, 'entity_group': 'ORG', 'score': 0.9999970197677612, 'start': 99, 'word': 'Polícia Federal'},
        {'end': 159, 'entity_group': 'ORG', 'score': 0.9899049401283264, 'start': 145, 'word': 'AlexandreFiles'},
        {'end': 176, 'entity_group': 'PER', 'score': 0.9999903440475464, 'start': 170, 'word': 'Moraes'},
        {'end': 212, 'entity_group': 'PER', 'score': 0.9987320899963379, 'start': 206, 'word': 'do Val'},
        {'end': 255, 'entity_group': 'ORG', 'score': 0.9999962449073792, 'start': 240, 'word': 'Polícia Federal'}],
       dtype=object), 'text': 'RT @AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…\nRT @AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…'}]",['AlexandreFiles' 'Moraes' 'do Val' 'Polícia Federal'],['senador' 'polícia federal'],2024-09-02 06:46:08.778240,"@AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…","RT @AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…",2024-09-02 06:46:08.778248+00:00,"RT @AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…","@AlexandreFiles: Por fim, Moraes considera um crime o Senador do Val dizer que ""investigaria"" a Polícia Federal que executa as ordens de…",0.013621562222222222,0.32577173333333337,True,elonmusk
14,119814711,Interesting observation,https://twitter.com/elonmusk/status/1830390502836854925,Elon Musk,14151987,2024-09-01 23:41:17,2024-09-01 20:41:17,[],[],2024-09-02 00:38:50.735405,"[{'entities': array([], dtype=object), 'text': 'Interesting observation\nInteresting observation'}]",[],[],2024-09-02 00:39:43.579830,Interesting observation,Interesting observation,2024-09-02 00:39:43.579830+00:00,Interesting observation,Interesting observation,0.014679006944444444,0.9740499527777778,True,elonmusk
15,119881720,True (sigh),https://twitter.com/elonmusk/status/1830635280212381912,Elon Musk,4602556,2024-09-02 15:53:57,2024-09-02 12:53:57,['True'],[],2024-09-02 16:16:25.391827,"[{'entities': array([], dtype=object), 'text': 'True (sigh)\nTrue (sigh)'}]",[],[],2024-09-02 16:22:47.900680,True (sigh),True (sigh),2024-09-02 16:22:47.900688+00:00,True (sigh),True (sigh),0.10625245916666666,0.48080574444444446,True,elonmusk
16,119841903,He should be impeached for violating his oath of office,https://twitter.com/elonmusk/status/1830495696757084282,Elon Musk,14137015,2024-09-02 06:39:17,2024-09-02 03:39:17,[],[],2024-09-02 06:45:19.822112,"[{'entities': array([], dtype=object), 'text': 'He should be impeached for violating his oath of office\nHe should be impeached for violating his oath of office'}]",[],['office'],2024-09-02 06:45:46.993160,He should be impeached for violating his oath of office,He should be impeached for violating his oath of office,2024-09-02 06:45:46.993163+00:00,He should be impeached for violating his oath of office,He should be impeached for violating his oath of office,0.007547513333333333,0.10833143333333332,True,elonmusk
17,119838518,Exactly,https://twitter.com/elonmusk/status/1830469420742766724,Elon Musk,5826391,2024-09-02 04:54:53,2024-09-02 01:54:53,[],[],2024-09-02 05:16:32.329650,"[{'entities': array([], dtype=object), 'text': 'Exactly\nExactly'}]",[],[],2024-09-02 05:22:05.034750,Exactly,Exactly,2024-09-02 05:22:05.034750+00:00,Exactly,Exactly,0.09241808333333333,0.4533429861111111,True,elonmusk
18,119891134,Why does no one complain about this?,https://twitter.com/elonmusk/status/1830653616170151967,Elon Musk,27100529,2024-09-02 17:06:48,2024-09-02 14:06:48,[],[],2024-09-02 17:13:29.675283,"[{'entities': array([], dtype=object), 'text': 'Why does no one complain about this?\nWhy does no one complain about this?'}]",[],[],2024-09-02 19:45:33.159960,Why does no one complain about this?,Why does no one complain about this?,2024-09-02 17:13:57.408850+00:00,Why does no one complain about this?,Why does no one complain about this?,2.5343012991666667,2.645877766666667,True,elonmusk
19,119841906,"The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. He violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. Nothing worse than an oathbreaker.",https://twitter.com/elonmusk/status/1830491154325860797,Elon Musk,5371065,2024-09-02 06:21:14,2024-09-02 03:21:14,[],[],2024-09-02 06:45:33.974990,"[{'entities': array([{'end': 29, 'entity_group': 'LOC', 'score': 0.9999972581863403, 'start': 23, 'word': 'Brazil'},
        {'end': 60, 'entity_group': 'MISC', 'score': 0.9998544454574585, 'start': 45, 'word': '@AlexandreFiles'},
        {'end': 132, 'entity_group': 'LOC', 'score': 0.9999969005584717, 'start': 126, 'word': 'Brazil'},
        {'end': 264, 'entity_group': 'LOC', 'score': 0.9999969005584717, 'start': 258, 'word': 'Brazil'},
        {'end': 295, 'entity_group': 'MISC', 'score': 0.9997406005859375, 'start': 280, 'word': '@AlexandreFiles'},
        {'end': 367, 'entity_group': 'LOC', 'score': 0.9999969005584717, 'start': 361, 'word': 'Brazil'}],
       dtype=object), 'text': 'The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. \nHe violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. \nNothing worse than an oathbreaker.\nThe more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. \nHe violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. \nNothing worse than an oathbreaker.'}]",['Brazil'],[],2024-09-02 06:45:59.446130,"The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. 

He violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. 

Nothing worse than an oathbreaker.","The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. 

He violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. 

Nothing worse than an oathbreaker.",2024-09-02 06:45:59.446130+00:00,"The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. 

He violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. 

Nothing worse than an oathbreaker.","The more the people of Brazil learn from the @AlexandreFiles, the worse it will get for him. 

He violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it. 

Nothing worse than an oathbreaker.",0.007075316666666666,0.412623925,True,elonmusk
20,119892112,Good,https://twitter.com/elonmusk/status/1830647154798457126,Elon Musk,3627493,2024-09-02 16:41:08,2024-09-02 13:41:08,[],[],2024-09-02 17:18:54.442608,"[{'entities': array([], dtype=object), 'text': 'Good\nGood'}]",[],['good'],2024-09-02 17:19:22.250110,Good,Good,2024-09-02 17:19:22.250111+00:00,Good,Good,0.007724306111111111,0.6372916972222222,True,elonmusk
21,119879059,Only a matter of time before this criminal is behind bars,https://twitter.com/elonmusk/status/1830630374747377872,Elon Musk,33816,2024-09-02 15:34:27,2024-09-02 12:34:27,[],[],2024-09-02 15:41:21.396053,"[{'entities': array([], dtype=object), 'text': 'Only a matter of time before this criminal is behind bars\nOnly a matter of time before this criminal is behind bars'}]",[],['criminal' 'time before'],2024-09-02 15:50:22.916630,Only a matter of time before this criminal is behind bars,Only a matter of time before this criminal is behind bars,2024-09-02 15:50:22.916635+00:00,Only a matter of time before this criminal is behind bars,Only a matter of time before this criminal is behind bars,0.1504223825,0.2655323972222222,True,elonmusk
22,119881713,De Moraes deserves prison for his crimes,https://twitter.com/elonmusk/status/1830633203951939877,Elon Musk,957668,2024-09-02 15:45:41,2024-09-02 12:45:41,[],['De Moraes' 'Moraes'],2024-09-02 16:16:19.180126,"[{'entities': array([{'end': 9, 'entity_group': 'PER', 'score': 0.9999923706054688, 'start': 0, 'word': 'De Moraes'},
        {'end': 50, 'entity_group': 'PER', 'score': 0.9999879002571106, 'start': 41, 'word': 'De Moraes'}],
       dtype=object), 'text': 'De Moraes deserves prison for his crimes\nDe Moraes deserves prison for his crimes'}  ]",['De Moraes'],[],2024-09-02 16:22:41.678420,De Moraes deserves prison for his crimes,De Moraes deserves prison for his crimes,2024-09-02 16:22:41.678426+00:00,De Moraes deserves prison for his crimes,De Moraes deserves prison for his crimes,0.1062495261111111,0.6168551166666667,True,elonmusk
23,119881723,RT @AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil https://t.co/uQWDbVh8X1,https://twitter.com/elonmusk/status/1830633326031560854,Elon Musk,981747,2024-09-02 15:46:11,2024-09-02 12:46:11,[],['Bolsonaro'],2024-09-02 16:16:25.226045,"[{'entities': array([{'end': 18, 'entity_group': 'PER', 'score': 0.8756512403488159, 'start': 4, 'word': 'AdrianDittmann'},
        {'end': 66, 'entity_group': 'PER', 'score': 0.9997748732566833, 'start': 57, 'word': 'Bolsonaro'},
        {'end': 95, 'entity_group': 'LOC', 'score': 0.9997246861457825, 'start': 82, 'word': 'Paraná Brazil'},
        {'end': 138, 'entity_group': 'PER', 'score': 0.9175661206245422, 'start': 124, 'word': 'AdrianDittmann'},
        {'end': 186, 'entity_group': 'PER', 'score': 0.9997382760047913, 'start': 177, 'word': 'Bolsonaro'},
        {'end': 215, 'entity_group': 'LOC', 'score': 0.9997875094413757, 'start': 202, 'word': 'Paraná Brazil'}],
       dtype=object), 'text': 'RT @AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil https://t.co/uQWDbVh8X1\nRT @AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil https://t.co/uQWDbVh8X1'}]",['AdrianDittmann' 'Bolsonaro' 'Paraná Brazil'],['rally'],2024-09-02 16:23:15.304750,@AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil ,RT @AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil https://t.co/uQWDbVh8X1,2024-09-02 16:23:15.304754+00:00,RT @AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil https://t.co/uQWDbVh8X1,@AdrianDittmann: JUST IN: Massive rally in support of Bolsonaro this Sunday in Paraná Brazil ,0.1139107513888889,0.6178624305555555,True,elonmusk
24,119881725,"But if you do, use a VPN for protection 😂",https://twitter.com/elonmusk/status/1830632468736590260,Elon Musk,1869374,2024-09-02 15:42:46,2024-09-02 12:42:46,[],[],2024-09-02 16:16:24.195884,"[{'entities': array([{'end': 24, 'entity_group': 'MISC', 'score': 0.8755742311477661, 'start': 21, 'word': 'VPN'},
        {'end': 65, 'entity_group': 'MISC', 'score': 0.6943233013153076, 'start': 62, 'word': 'VPN'}],
       dtype=object), 'text': 'But if you do, use a VPN for protection \nBut if you do, use a VPN for protection'}]",[],[],2024-09-02 16:22:22.789680,"But if you do, use a VPN for protection 😂","But if you do, use a VPN for protection 😂",2024-09-02 16:22:22.789680+00:00,"But if you do, use a VPN for protection 😂","But if you do, use a VPN for protection 😂",0.09960938777777778,0.6602193555555556,True,elonmusk
